"Authors","Author full names","Author(s) ID","Title","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","ISSN","ISBN","CODEN","EID"
"Ma G.","Ma, Guizhen (57203802965)","57203802965","Similar or Different? A Comparison of Environmental Behaviors of US-Born Whites and Chinese Immigrants","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061216467&doi=10.1007%2fs12134-019-00653-4&partnerID=40&md5=0544f96df4dbe2951aef353ef8a2367d","Department of Sociology, Social Work, and Anthropology, Utah State University, 0730 Old Main Hill, Logan, 84322-0730, UT, United States","Ma G., Department of Sociology, Social Work, and Anthropology, Utah State University, 0730 Old Main Hill, Logan, 84322-0730, UT, United States","Although immigration has been singled out as the major source of environmental degradation in the USA, research has found that the US-born population is more likely than the foreign-born population to be associated with worse air quality. This disparity may be a result of differences in environmental behaviors shaped by diverse cultures. While studies indicate that immigrants, in general, tend to be more environmentally friendly, less is known about how specific immigrant groups differ from the US-born population in environmental behaviors and how diverse cultures may contribute to environmentalism. This study compares household environmental behaviors of Chinese immigrants and US-born Whites, based on face-to-face interviews. The findings show differences and similarities in the environmental behaviors of the two groups. The Chinese immigrants were more likely than the US-born Whites to be frugal in household energy use, to drive less, and to recycle. However, the difference became less evident over time. Assimilation of immigrants into American culture thereby increases environmental harm. Instead, reciprocal assimilation that takes advantage of cultural diversity is more promising for environmental sustainability in a multicultural context. © 2019, Springer Nature B.V.","Assimilation; Chinese; Comparison; Environmental behavior; Ethnic diversity; Immigration","14883473","","","2-s2.0-85061216467"
"Chumg H.-F.; Shi J.-W.; Sun K.-J.","Chumg, Hao-Fan (55175555800); Shi, Jia-Wen (57214935436); Sun, Kai-Jun (57214933937)","55175555800; 57214935436; 57214933937","Why employees contribute to pro-environmental behaviour: The role of pluralistic ignorance in Chinese society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079547662&doi=10.3390%2fSU12010239&partnerID=40&md5=c6ba37aefe7522c14031e11378907432","School of Management Engineering, Nanjing University of Information Science and Technology, Nanjing, Jiangsu, 210044, China; School of Liberal Arts and Sciences, University of Greenwich, London, SE10 9LS, United Kingdom; Department of Computing and Software Engineering, Huaiyin Institute of Technology, Huaian, Jiangsu, 223003, China","Chumg H.-F., School of Management Engineering, Nanjing University of Information Science and Technology, Nanjing, Jiangsu, 210044, China; Shi J.-W., School of Liberal Arts and Sciences, University of Greenwich, London, SE10 9LS, United Kingdom; Sun K.-J., Department of Computing and Software Engineering, Huaiyin Institute of Technology, Huaian, Jiangsu, 223003, China","In light of the importance of sustainable development, this study aims to deepen and extend our understanding of employees' pro-environmental behaviour in the workplace in a Chinese context. Drawing on the complex phenomenon of social norms theory concerning misperceptions (i.e., pluralistic ignorance) and supervisor-subordinate guanxi (which is a Chinese term signifying human connection), we present a novel model in which employees' pro-environmental behaviour is the result of multiple social and individual psychological factors. Through the integration of previous literature from the fields of the psychology of individuals, social psychology, and environmental psychology, the major assumption is that the pro-environmental behaviour of employees is affected by their level of pluralistic ignorance, environmental concern, and subjective norms; these, in turn, are influenced by supervisor-subordinate guanxi and social identity in the collective spirit of Chinese society. Data, which were analysed empirically, were gathered from 548 Chinese employees from the Jiangsu province of China. This study consequently reveals the subtle interplay among employees' pluralistic ignorance, supervisor-subordinate guanxi, social identity, subjective norms, environmental concern, and their pro-environmental behaviour, while the deeper analysis offers considerable support for environmental management research and practice. © 2019 by the authors.","Pluralistic ignorance; Pro-environmental behaviour; Social identity; Social norms; Subjective norm; Supervisor-subordinate guanxi","20711050","","","2-s2.0-85079547662"
"Chung M.G.; Kang H.; Dietz T.; Jaimes P.; Liu J.","Chung, Min Gon (55810581800); Kang, Hana (57217681985); Dietz, Thomas (7006695029); Jaimes, Patricia (57205314421); Liu, Jianguo (57202270607)","55810581800; 57217681985; 7006695029; 57205314421; 57202270607","Activating values for encouraging pro-environmental behavior: the role of religious fundamentalism and willingness to sacrifice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071044622&doi=10.1007%2fs13412-019-00562-z&partnerID=40&md5=aca97860ad858634a18f952f1d63d486","Center for Systems Integration and Sustainability, Department of Fisheries and Wildlife, Michigan State University, East Lansing, 48824, MI, United States; Department of Counseling, Educational Psychology and Special Education, Department of Educational Administration, Michigan State University, East Lansing, 48824, MI, United States; Department of Sociology, Environmental Science and Policy Program, Center for Systems Integration and Sustainability, Michigan State University, 509 East Circle Drive, 6H Berkey Hall, East Lansing, 48824, MI, United States; Geocognition Research Laboratory, Department of Earth and Environmental Sciences, Michigan State University, East Lansing, 48824, MI, United States","Chung M.G., Center for Systems Integration and Sustainability, Department of Fisheries and Wildlife, Michigan State University, East Lansing, 48824, MI, United States; Kang H., Department of Counseling, Educational Psychology and Special Education, Department of Educational Administration, Michigan State University, East Lansing, 48824, MI, United States; Dietz T., Department of Sociology, Environmental Science and Policy Program, Center for Systems Integration and Sustainability, Michigan State University, 509 East Circle Drive, 6H Berkey Hall, East Lansing, 48824, MI, United States; Jaimes P., Geocognition Research Laboratory, Department of Earth and Environmental Sciences, Michigan State University, East Lansing, 48824, MI, United States; Liu J., Center for Systems Integration and Sustainability, Department of Fisheries and Wildlife, Michigan State University, East Lansing, 48824, MI, United States","A number of theories and hypotheses attempt to understand what influences pro-environmental behaviors. In social psychology, the values–beliefs–norms (VBN) theory is one of the most common approaches used to explain pro-environmental behaviors. But different sets of concepts have often been used in work based on large public opinion surveys. Here, we add to the VBN theory several variables—Christian religious fundamentalism, willingness to sacrifice, trust in scientists, biotechnology beliefs—that have been used in the public opinion literature in a step toward a more integrative theory. A sample of 518 U.S. adults completed an online questionnaire to provide data. Results confirm that, in the USA, biospheric altruism values had substantial indirect effects on pro-environmental behavior via willingness to sacrifice for biodiversity loss. But climate change beliefs and willingness to sacrifice for climate change did not exert direct or indirect effects on pro-environmental behavior. Interestingly, religious fundamentalism increased pro-environmental behavior net of other factors including political ideology, again acting primarily through biospheric altruism values. We hope that our findings encourage steps toward more integrated theory and the testing of more comprehensive models. © 2019, AESS.","Biodiversity loss; Biotechnology; Climate change; Pro-environmental behaviors; Values–beliefs–norms theory","21906483","","","2-s2.0-85071044622"
"Horne C.; Huddart Kennedy E.","Horne, Christine (7102611306); Huddart Kennedy, Emily (26532782600)","7102611306; 26532782600","Explaining support for renewable energy: commitments to self-sufficiency and communion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053509639&doi=10.1080%2f09644016.2018.1517917&partnerID=40&md5=1651a79595f84b26b1bd1ba8ca12a129","Department of Sociology, Washington State University, Pullman, WA, United States; Department of Sociology, University of British Columbia, Vancouver, BC, Canada","Horne C., Department of Sociology, Washington State University, Pullman, WA, United States; Huddart Kennedy E., Department of Sociology, University of British Columbia, Vancouver, BC, Canada","Across the political spectrum, people favour renewable energy. For political liberals, this support has been attributed to concern for the environment; in contrast, the bases of conservatives’ support are less clear. Derived from interviews with a diverse sample of households in Washington State, USA, and a vignette experiment with a representative sample of American households, results show that Democrats (liberals) and Republicans (conservatives) have different moral intuitions, with Democrats emphasizing communion and both Democrats and Republicans valuing self-sufficiency. These findings explain how politically polarized environmental attitudes can exist alongside a shared support for renewable energy. The study therefore contributes to the literature on environmental concern and behaviour, and has implications for policies aimed at increasing adoption of renewable energy as well as pro-environmental behaviour more broadly. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","communion; environmental behaviour; moral intuitions; political ideology; Renewable energy; self-sufficiency","09644016","","","2-s2.0-85053509639"
"Zhang J.; Xie C.; Morrison A.M.; Zhang K.","Zhang, Jiangchi (57214988686); Xie, Chaowu (57215002406); Morrison, Alastair M. (7402256956); Zhang, Kun (57214938091)","57214988686; 57215002406; 7402256956; 57214938091","Fostering resident pro-environmental behavior: The roles of destination image and confucian culture","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079610068&doi=10.3390%2fsu12020597&partnerID=40&md5=eb10a5b85e07ee9289ed2b50a61eb692","College of Tourism, Huaqiao University, Quanzhou, 362021, China; Department of Marketing, Events and Tourism, Business School, University of Greenwich, Old Royal Naval College, Park Row, London, SE10 9LS, United Kingdom","Zhang J., College of Tourism, Huaqiao University, Quanzhou, 362021, China; Xie C., College of Tourism, Huaqiao University, Quanzhou, 362021, China; Morrison A.M., Department of Marketing, Events and Tourism, Business School, University of Greenwich, Old Royal Naval College, Park Row, London, SE10 9LS, United Kingdom; Zhang K., College of Tourism, Huaqiao University, Quanzhou, 362021, China","Residents are important participants and stakeholders in destination development. Identifying factors that assist in predicting resident pro-environmental behavior (PEB) may contribute to enhanced sustainability. Based on a traditional Chinese culture, this research constructed a model of resident PEB by introducing pro-environmental destination image (PEDI) and Confucianism as the independent and moderating variables, respectively. The structural equation modeling for 402 residents indicated the model had a satisfactory level of predictive power for PEB. The results showed that: (1) PEDI positively affected residents' environmental identity, pro-environmental attitudes, and PEB; (2) environmental identity and pro-environmental attitudes completely mediated the impact of PEDI on residents' PEB; and (3) Confucian culture had a positive U-shaped moderating effect in the relationships among these four variables. Overall, these findings advance the understanding of the formation of PEB in Confucian culture and provide theoretical and practical implications for fostering residents' PEB. © 2020 by the authors.","Confucian culture; Environmental identity; Pro-environmental attitudes; Pro-environmental behavior (PEB); Pro-environmental destination image (PEDI); Residents","20711050","","","2-s2.0-85079610068"
"Ali Q.; Salman A.; Parveen S.; Zaini Z.","Ali, Qaisar (57210737759); Salman, Asma (57196946535); Parveen, Shazia (56707017000); Zaini, Zaki (57219141948)","57210737759; 57196946535; 56707017000; 57219141948","Green Behavior and Financial Performance: Impact on the Malaysian Fashion Industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091443445&doi=10.1177%2f2158244020953179&partnerID=40&md5=c4c759a28dae30d08708d1069b106d14","Islam Sultan Sharif Ali University, Bandar Seri Begawan, Brunei Darussalam; American University in the Emirates, Dubai, United Arab Emirates; Universiti Teknologi Malaysia, Skudai, Malaysia","Ali Q., Islam Sultan Sharif Ali University, Bandar Seri Begawan, Brunei Darussalam; Salman A., American University in the Emirates, Dubai, United Arab Emirates; Parveen S., Universiti Teknologi Malaysia, Skudai, Malaysia; Zaini Z., Islam Sultan Sharif Ali University, Bandar Seri Begawan, Brunei Darussalam","The dogma of conscious environmental behavior has laid the paradigm for sustainable consumer behavior. Modern-day corporates have introduced innovative business models to add a new value to manage fluctuations in consumer behaviors and rejuvenate their financial performance. Similarly, in fashion industry, textile firms have warmly embraced the new business models and widely adopted environmental management systems (EMSs) to contribute to environmental sustainability. This research aims to explore eco-consumerism and its impacts on the financial performance of textile firms in Malaysia. The secondary data of textile firms’ performance from 2013 to 2015 were collected from an online database and annual reports of firms’ web portals. The findings reveal that the textile firms which successfully adopted EMS such as ISO 14001 show significant changes in performance compared with firms which are yet to adopt EMS certification. Moreover, eco-consumerism directly impacts EMS-adopted firms’ performance. Our findings are robust for practical, research, and managerial implications to classify and understand the impacts of consumers’ green behavior on corporate performance. This study contributes to understand the influence of consumers’ eco-behavior to adopt EMS and its impact on the financial performance of textile firms in Malaysia. © The Author(s) 2020.","eco-consumerism; fashion; Malaysia; performance","21582440","","","2-s2.0-85091443445"
"Hedberg R.C., II; Zimmerer K.S.","Hedberg, Russell C. (56811318400); Zimmerer, Karl S. (6701707173)","56811318400; 6701707173","What's the market got to do with it? Social-ecological embeddedness and environmental practices in a local food system initiative","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078990983&doi=10.1016%2fj.geoforum.2020.01.022&partnerID=40&md5=6377495e6a71c342cf55aa8be60b51c6","Department of Geography & Earth Science, Shippensburg University, 1871 Old Main Dr., Shippensburg, 17257, PA, United States; Department of Geography and GeoSyntheSES Lab, Pennsylvania State University, United States","Hedberg R.C., II, Department of Geography & Earth Science, Shippensburg University, 1871 Old Main Dr., Shippensburg, 17257, PA, United States; Zimmerer K.S., Department of Geography and GeoSyntheSES Lab, Pennsylvania State University, United States","Food system localization is often advocated by academics, activists, and policy makers as a means of effectively addressing the negative social and ecological consequences of current systems of food production. Activists and academics alike point to the range of different social relations facilitated by proximity and face-to-face interactions that are defining features of some local food system initiatives (LFSI). The concept of social embeddedness, which posits that economic activity is entangled with ongoing social relations, is frequently used to interpret the social relations of LFSI and to frame overarching arguments. Social embeddedness has been used to describe the alterity of LFSI, but much of this work has yet to assess how embedded social relations affect market functioning or sustainability in these systems—particularly for environmental aspects of sustainability. In this article we utilize the lens social embeddedness to assess what we call social-ecological embeddedness (SEE), which considers how, and to what extent, environmental practices on LFSI farms are enmeshed with the ongoing social relations of the local food system initiative. After developing the SEE approach, we use it to examine how social relations in a farmers’ market network in New York City, USA, influence environmental practices on participating farms, and the implications of social-ecological embeddedness for building more sustainable food systems. © 2020 Elsevier Ltd","Embeddedness, ecology, environmental practices; Local food system; Social-ecological interactions; Sustainability","00167185","","","2-s2.0-85078990983"
"Lestar T.; Böhm S.","Lestar, Tamas (57214753305); Böhm, Steffen (22949992500)","57214753305; 22949992500","Ecospirituality and sustainability transitions: agency towards degrowth","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079065252&doi=10.1080%2f09637494.2019.1702410&partnerID=40&md5=1facb84e3d5e0b6ace1c8401c137dd85","Management, Marketing and Organisations, University of Essex Business School, Colchester, United Kingdom; SITE (Science, Innovation, Technology, and Entrepreneurship), University of Exeter Business School, Exeter, United Kingdom","Lestar T., Management, Marketing and Organisations, University of Essex Business School, Colchester, United Kingdom; Böhm S., SITE (Science, Innovation, Technology, and Entrepreneurship), University of Exeter Business School, Exeter, United Kingdom","‘Sustainability transitions’ has emerged as one of the most important and influential literatures on understanding the pathways towards a more sustainable future. Yet, most approaches in this literature privilege technological and regime-wide innovations, while people’s agencies, grassroots innovations, and social factors more generally are often underrepresented. This article focuses on the role of ecospirituality as worldview, aiming to understand how spiritual and religious beliefs play an important role in practical, everyday sustainability transitions. In an extensive desk-based study, literature across disciplines is reviewed to explore connections between spirituality, pro-environmental behaviour, climate policy, and sustainability agencies. Showing the importance of ecospiritual practice, the purpose of this article is to make a case for the inclusion of ecospirituality, as worldview, in the study of sustainability transitions. We argue that ecospirituality is a significant dimension to understanding people’s contemporary agencies that shift away from endless economic growth and resource efficiency mantras towards more radical worldviews of degrowth and different ways of achieving happiness and fulfilment in life. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.","belief; degrowth; Ecospirituality; human agency; sustainability transitions","09637494","","","2-s2.0-85079065252"
"Knook J.; Turner J.A.","Knook, Jorie (57202923945); Turner, James A. (8437551200)","57202923945; 8437551200","Reshaping a farming culture through participatory extension: An institutional logics perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087886114&doi=10.1016%2fj.jrurstud.2020.06.037&partnerID=40&md5=a0c6263f74e67f6d0c679421325cc882","University of Edinburgh Business School, 29 Buccleuch Pl, Edinburgh, EH8 9JS, United Kingdom; Scotland's Rural College, Peter Wilson Building King's Buildings, West Mains Rd, Edinburgh, EH9 3JG, United Kingdom; AgResearch, Ruakura Research Centre, 10 Bisley Road, Hamilton, 3214, New Zealand; Land Management and Systems, Faculty of Agribusiness and Commerce, Lincoln University, Lincoln, Christchurch, 7647, New Zealand","Knook J., University of Edinburgh Business School, 29 Buccleuch Pl, Edinburgh, EH8 9JS, United Kingdom, Scotland's Rural College, Peter Wilson Building King's Buildings, West Mains Rd, Edinburgh, EH9 3JG, United Kingdom, Land Management and Systems, Faculty of Agribusiness and Commerce, Lincoln University, Lincoln, Christchurch, 7647, New Zealand; Turner J.A., AgResearch, Ruakura Research Centre, 10 Bisley Road, Hamilton, 3214, New Zealand","Historically the dominant farming culture in Western developed countries, such as Scotland and New Zealand, has been based on maximising food production and maintaining the family business. However, this culture of production and family is under pressure from societal calls to increase the uptake of environmental practices in farm management. The pressure is leading farmers to adopt environmental practices, which causes a clash with the beliefs and values underlying the culture of production and family business. This clash is problematic, as it might form a barrier to sustained environmental change, for which not only practice change is required, but also a change in beliefs and values guiding the farming culture. This study explores the clash using an institutional perspective to: i) analyse how farmer practices, beliefs and values change due to external pressure to adopt environmental practices; ii) identify mechanisms via which this change unfolds; and iii) understand the role of participatory extension programmes in this change. An institutional perspective enables this study to move beyond the role of individual's attitudes and behaviours in adoption of environmental practices, towards considering how farmers' practices, beliefs and values together constitute the culture of farming, and how these are shaped by societal and institutional mechanisms. Twenty Scottish and 52 New Zealand farmers participated in qualitative, open-ended interviews and were observed during discussion groups or advisory meetings. Our findings show that all farmers are guided by a ‘business’, ‘lifestyle’ and/or ‘learning’ logic. The institutional clash influenced practices underlying the business logic to change from being purely based on maximising productivity, to including environmental aspects. However, no change in values was observed. Participatory extension programmes influenced practices, beliefs and values underlying the learning logic (changing from a ‘linear’ to ‘multi-actor’ logic) and thus can help facilitate more effective practice change by providing support via micro-mechanisms and enabling dynamics. The study contributes to current literature by introducing a new lens for understanding change induced by participatory extension programmes and by providing change agents, such as extensionists, with more in-depth knowledge about the main logics guiding the culture of farming, and the mechanisms by which farmer practices, beliefs and values may change. The in depth-knowledge will help to communicate, frame and organise extension initiatives. © 2020 The Authors","Bottom-up processes; Discussion groups; Institutional change; Institutional logics; Participatory extension; Practice change","07430167","","JRSTF","2-s2.0-85087886114"
"Cullen A.","Cullen, Alexander (56857279100)","56857279100","Transitional environmentality – Understanding uncertainty at the junctures of eco-logical production in Timor-Leste","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117789348&doi=10.1177%2f2514848620908201&partnerID=40&md5=24f67581efafde2c589a66549b1d5731","University of Cambridge, United Kingdom","Cullen A., University of Cambridge, United Kingdom","Environmentality has proven an enduring framework for interrogating issues around environmental behaviours and discourse as a means of subject governance and citizen-making. However, its application often insufficiently reflects the temporal nuances of environmental (eco) logics as transient, emergent and differentiated amongst ‘citizens’. This is particularly the case in post-conflict zones of transition where the fluidity, friction and fractural nature of socio-political relations between state and subject are often overlooked. By examining community experiences in the establishment of Timor-Leste’s first national park, this article highlights the inadequate attention directed towards addressing these concerns. It proposes ‘transitional’ environmentality as a novel framework that first, better reflects the ever-transient nature of environmental behaviour and regulation; and second, recognizes the prevalence for this in post-conflict landscapes. Transitional environmentality emphasizes the temporal fragility of environmental authority structures and its potential for renegotiation of resource management between the frictions of the state and the subjects it seeks to make. © The Author(s) 2020.","conservation; environmental governance; Environmentality; Timor-Leste","25148486","","","2-s2.0-85117789348"
"Peng X.; Lee S.","Peng, Xuerong (56024537300); Lee, Seoki (16042676100)","56024537300; 16042676100","Self-discipline or self-interest? The antecedents of hotel employees' pro-environmental behaviours","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068599446&doi=10.1080%2f09669582.2019.1632320&partnerID=40&md5=e0f190d659fec5dad42d4c8b5d2c1857","School of Tourism and Urban-rural Planning, Zhejiang Gongshang University, Hangzhou, China; School of Management, Fudan University, Shanghai, China; School of Hospitality Management, The Pennsylvania State University, State College, PA, United States; College of Hotel and Tourism Management, Kyung Hee University, Seoul, South Korea","Peng X., School of Tourism and Urban-rural Planning, Zhejiang Gongshang University, Hangzhou, China, School of Management, Fudan University, Shanghai, China; Lee S., School of Hospitality Management, The Pennsylvania State University, State College, PA, United States, College of Hotel and Tourism Management, Kyung Hee University, Seoul, South Korea","Motivating employees to engage in pro-environmental behaviours is an essential topic in the tourism and hotel fields. This paper advances this research direction by integrating the mechanisms of cognition and incentives from the externalities/spillovers perspective. This paper argues that we can view the environmental and financial benefits received by hotels and natural environment as positive spillovers from employees' voluntary pro-environmental behaviours. Accordingly, internalization (the subject of positive spillovers cognitively perceives oneness with beneficiaries like hotels and physical environment) and compensation (beneficiaries offer incentives for positive spillovers' subject) are two leading solutions to the positive spillovers issue, which can improve employees' engagement in pro-environmental behaviours. Hence, this paper explores the impact of employees' cognitive internalization (work ethic) and positive incentives from the organization and nature (hotel's environmental benefit sharing and health rewards rooted in employees' ecological embeddedness) on employees' pro-environmental behaviours in the hotel industry. The empirical analysis of a sample of 324 employees working in Chinese luxury hotels suggests that employees' work ethic, hotel's environmental benefit sharing and employees' ecological embeddedness are significantly positively related to employees' pro-environmental behaviours and that the interplay of employees' work ethic and ecological embeddedness significantly and negatively affects employees' pro-environmental behaviours. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","Chinese hotel industry; ecological embeddedness; environmental benefit sharing; Pro-environmental behaviours; work ethic","09669582","","","2-s2.0-85068599446"
"Xue L.-L.; Chang Y.-R.; Shen C.-C.","Xue, Lin-Lin (57211319040); Chang, Yen-Rung (57218619264); Shen, Ching-Cheng (56301914000)","57211319040; 57218619264; 56301914000","The sustainable development of organic agriculture-tourism: The role of consumer landscape and pro-environment behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089811092&doi=10.3390%2fSU12156264&partnerID=40&md5=da4363ca99b8acd93a5b9177e3818675","School of Management, College of Science and Technology, Ningbo University, Ningbo, 315211, China; Graduate Institute of Tourism Management, National Kaohsiung University of Hospitality and Tourism, Kaohsiung, 812, Taiwan","Xue L.-L., School of Management, College of Science and Technology, Ningbo University, Ningbo, 315211, China, Graduate Institute of Tourism Management, National Kaohsiung University of Hospitality and Tourism, Kaohsiung, 812, Taiwan; Chang Y.-R., Graduate Institute of Tourism Management, National Kaohsiung University of Hospitality and Tourism, Kaohsiung, 812, Taiwan; Shen C.-C., Graduate Institute of Tourism Management, National Kaohsiung University of Hospitality and Tourism, Kaohsiung, 812, Taiwan","The purpose of this study is to explore the influence path of organic agricultural landscape on tourists' pro-environment behavior and loyalty, and put forward suggestions for realizing sustainable tourism of organic agriculture. The M-R model was employed to construct an integrated model of the influence of consumer landscape on pro-environment behavior and loyalty in organic agricultural tourism. The research framework and questionnaire design were constructed on the basis of literature review and 417 valid questionnaires which were collected from tourists in Eastern Taiwan (Hualien and Taidong). SPSS was employed to analyze the reliability and validity of the questionnaire and LISREL software was used to identify the influence path between variables. The results showed that: 1. The tourists' cognition of consumer landscape will positively affect the environmental intimacy and environmental identity. 2. Tourists' environmental intimacy and environmental identity will increase their pro-environmental behavior. 3. Tourists' pro-environment behavior has a positive impact on their loyalty to organic agricultural tourism. The results show that organic agricultural tourism can stimulate tourists to understand the significance, importance and multiple values of the environment, and increase the intimacy and identity of tourists to the environment, which has a great effect on pro-environment behavior and loyalty. At the same time, it also shows that organic agricultural tourism is a sustainable tourism mode, which is worth promoting. © 2020 by the authors.","Consumer landscape; Environmental identity; Intimacy; M-R model; Organic agriculture-tourism; Pro-environment behaviors","20711050","","","2-s2.0-85089811092"
"Zaikauskaite L.; French P.; Stojanovic M.; Tsivrikos D.","Zaikauskaite, Laura (57218137693); French, Phoebe (57218144212); Stojanovic, Mina (57218141027); Tsivrikos, Dimitrios (24598393300)","57218137693; 57218144212; 57218141027; 24598393300","The effects of moral context on the colours of guilt and pride","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088022928&doi=10.1080%2f03623319.2020.1782637&partnerID=40&md5=95a2e5a51f2434ce9800862efb3da1db","Department of Clinical, Educational and Health Psychology, University College London, London, United Kingdom; Department of Management Stu, dies, Goldsmiths, University of London, London, United Kingdom","Zaikauskaite L., Department of Clinical, Educational and Health Psychology, University College London, London, United Kingdom; French P., Department of Clinical, Educational and Health Psychology, University College London, London, United Kingdom; Stojanovic M., Department of Management Stu, dies, Goldsmiths, University of London, London, United Kingdom; Tsivrikos D., Department of Clinical, Educational and Health Psychology, University College London, London, United Kingdom","There is little evidence on what colours are associated with moral emotions of guilt and pride and how a change in moral context alters colour-emotion associations. We have addressed this by manipulating the context of (im)moral vs. environmentally (un)friendly behaviours. This is because environmental behaviours are classified as moral, yet they are often driven by different moral motives. We wanted to find out whether this difference could be captured by colour-emotion associations with guilt and pride. We have used an online colour picker to examine over 400 UK participants. The results of the RGB colour model revealed that guilt was most commonly associated with red, black, green, and violet colours. However, the colours of immoral behaviours were much darker than the colours of environmentally unfriendly behaviours. In contrast, pride in moral behaviours was mostly associated with pink, violet, green and blue, whereas pride in environmentally friendly behaviours was mostly paired with green, suggesting that moral context, indeed, has an impact on colour-emotion associations of guilt and pride. In addition, our study has uncovered that colour-emotion associations of guilt and pride are comprised of a certain colour signature, rather than a single colour, and this signature varies with the alteration of context. Our study contributes to developing research in both colour and environmental fields. © 2020, © 2020 Western Social Science Association.","Colour-emotion; context; guilt; moral; pride; pro-environmental","03623319","","","2-s2.0-85088022928"
"Tyers R.; Berchoux T.; Xiang K.; Yao X.Y.","Tyers, Roger (57204803000); Berchoux, Tristan (57205583920); Xiang, Kun (57210798489); Yao, Xu Yi (57210808423)","57204803000; 57205583920; 57210798489; 57210808423","China-to-UK Student Migration and Pro-environmental Behaviour Change: A Social Practice Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071441072&doi=10.1177%2f1360780418794194&partnerID=40&md5=517b8d4f52c8e40f5475fa24b25d955d","University of Southampton, United Kingdom; Chinese Academy of Social Sciences, China","Tyers R., University of Southampton, United Kingdom; Berchoux T., University of Southampton, United Kingdom; Xiang K., University of Southampton, United Kingdom; Yao X.Y., Chinese Academy of Social Sciences, China","Significant life-course changes can be ‘windows of opportunity’ to disrupt practices. Using qualitative focus group data, this article examines whether the life-course change experienced by Chinese students migrating to the UK has an effect on environmentally impactful practices. It does so by examining how such practices are understood and performed by Chinese and UK students living in their own countries, and contrasting them with those of Chinese students in the UK. Using a social practice framework, these findings suggest that practices do change, and this change can be conceptualised using a framework of competences, materials, and meanings. The findings show meanings – the cultural and social norms ascribed to pro-environmental behaviour – to be particularly susceptible to the influence of ‘communities of practice’ where immigrants and natives mix, with pro-environmental behaviour change resulting from assimilation and mimesis rather than normative engagement. © The Author(s) 2018.","behaviour; Bourdieu; China; environment; migration; practice theory","13607804","","","2-s2.0-85071441072"
"Aral O.H.; López-intas J.","Aral, Öykü Hazal (57217007064); López-intas, Jordi (57217010935)","57217007064; 57217010935","A comprehensive model to explain Europeans' environmental behaviors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085698948&doi=10.3390%2fsu12104307&partnerID=40&md5=7a71e5a01e4c2c84cb70f7a65ab228d6","Department of Business, Universitat Autònoma de Barcelona (UAB), Bellaterra, 08193, Spain","Aral O.H., Department of Business, Universitat Autònoma de Barcelona (UAB), Bellaterra, 08193, Spain; López-intas J., Department of Business, Universitat Autònoma de Barcelona (UAB), Bellaterra, 08193, Spain","Understanding the nature of consumers' environmental behaviors will help design better environmental policies for a sustainable future. Drawing on the responsible environmental behavior (REB) theoretical framework, we disentangle the effects of social and psychological environmental factors on Europeans' behaviors, considering that living contexts vary from country to country. Using data on attitudes to the environment sourced from the 2017 Eurobarometer, we measure the socio-psychological factors and environmental behaviors using exploratory factor analysis. A multilevel model measures the effect of individual-level environmental factors and analyzes the impact of the country context on Europeans' environmental behaviors. Results show that the three tested environmental behaviors (eco-friendly purchasing, public transport use, and reduced resource consumption) are explained by individual-level environmental factors as well as by country differences, but the effects differ depending on the behavior considered. We also find that the effects of knowledge, attitudes, and perceived behavioral control are mediated by a set of social indicators (age, gender, education, and income). We conclude with a discussion of the implications for policymakers. © 2020 by the authors.","Eco-friendly purchasing; Europe; Public transport use; REB theory; Reduced resource consumption; Sustainable development","20711050","","","2-s2.0-85085698948"
